ids,users,label_count,labels,claim_id,claim,deleted,created
"2783,2818,4575","80,109,115",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",2867,Přibližně dva miliony Katalánců volily pro nezávislost.,"0","1615974832,1615975913,1616772663"
"2761,2777,2778,2898,5249","109,84,84,93,143",5,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2868,Miliony Katalánců volily pro nezávislost.,"0","1615973989,1615974633,1615974652,1615988462,1616899718"
"2793,2889,2985","84,93,156",3,"NOT ENOUGH INFO,SUPPORTS,NOT ENOUGH INFO",2869,"Volby daly jasně najevo, že drtivá většina Basků si přeje nezávislost.","0","1615975153,1615987095,1615993679"
"2764,2805,2899","109,80,93",3,"SUPPORTS,SUPPORTS,SUPPORTS",2870,"Volby daly jasně najevo, že drtivá většina Katalánců si přeje nezávislost od centrální vlády Madridu.","0","1615974171,1615975531,1615988545"
"2743,2867,2901,5666","84,95,93,165",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2871,Podle výsledků voleb chtějí Katalánci nezávislost.,"0","1615971228,1615976907,1615988586,1616963095"
"2806,2851","80,95",2,"REFUTES,REFUTES",2872,"Na základě voleb není jasné, jestli si Katalánci přejí nezávislost.","0","1615975587,1615976514"
"2734,2853","84,109",2,"SUPPORTS,SUPPORTS",2873,Miloslav Výborný byl soudcem.,"0","1615970481,1615976536"
"2855,2919","95,106",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",2874,Václav Havel navštívil konferenci onkologů.,"0","1615976582,1615989788"
"2725,2772,2936","84,95,93",3,"SUPPORTS,SUPPORTS,SUPPORTS",2877,"Mladá fronta Dnes napsala, že Strana práv občanů - zemanovci uvedla v oficiální zprávě falešné sponzory.","0","1615970130,1615974486,1615991754"
"2731,2770,2809,5694,5770","84,109,80,131,121",5,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2878,"Strana práv občanů - zemanovci uvedla v oficiální zprávě falešné sponzory, napsala Mladá fronta Dnes.","0","1615970330,1615974435,1615975647,1616963906,1617037003"
"2730,2836,2918,6085","84,95,106,136",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2879,"Podle Mladé fronty Dnes někteří z oficiálního seznamu sponzorů Strany práv občanů řekli, že žádné peníze straně nikdy nedali.","0","1615970323,1615976211,1615989735,1617214832"
"2733,2857,2861","84,95,80",3,"SUPPORTS,SUPPORTS,SUPPORTS",2880,"Podle Mladé fronty Dnes někteří z oficiálního seznamu sponzorů Strany práv občanů - zemanovci z roku 2010 řekli, že žádné peníze straně nikdy nedali.","0","1615970369,1615976641,1615976830"
"2728,2911,2962","84,93,156",3,"REFUTES,REFUTES,REFUTES",2881,"Sponzoři z oficiálního seznamu sponzorů Strany práv občanů - zemanovci z roku 2010 podle Mladé fronty Dnes potvrdili, že finanční dar straně dali.","0","1615970264,1615989268,1615993004"
"2792,2822,2910,6567","95,81,106,91",4,"SUPPORTS,SUPPORTS,SUPPORTS,REFUTES",2885,Ajatolláh Hakím stál v čele irácké organizace SCIRI.,"0","1615975144,1615975996,1615989251,1619905724"
"2768,2781,2835","109,95,81",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",2886,Ajatolláh Chomejní řídil organizaci Nejvyššího shromáždění islámské revoluce v Iráku (SCIRI).,"0","1615974391,1615974784,1615976195"
"2729,2873,2921,5682","84,136,106,125",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2887,"Islámští teroristé se 25. června 2006 přihlásili k „popravě“ ruských rukojmí, které unesli 3. června.","0","1615970300,1615977299,1615990080,1616963686"
"2723,2859,2864,3027","84,80,95,101",4,"SUPPORTS,NOT ENOUGH INFO,SUPPORTS,SUPPORTS",2888,Ruští rukojmí byli „popraveni“ v červnu 2006 skupinou blízkou irácké Al-Káidě.,"0","1615969784,1615976780,1615976866,1616015710"
"2721,2856,2887,5695","84,95,156,125",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2889,Skupina blízká irácké Al-Káidě se 3. června 2006 zmocnila pracovníků ruské ambasády.,"0","1615969645,1615976622,1615985701,1616964021"
"2726,2799,2825","84,95,109",3,"SUPPORTS,SUPPORTS,SUPPORTS",2890,Islámští teroristé v roce 2006 „popravili“ několik pracovníků ruské ambasády.,"0","1615970186,1615975394,1615976039"
"2732,2829,2981,4804","84,109,156,124",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2891,Islámští teroristé zveřejnili v červnu 2006 videozáznam dokumentující zabití tří unesených Rusů.,"0","1615970342,1615976132,1615993588,1616843472"
"2727,2854,2858,3037,3876","84,80,95,101,146",5,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2892,"Skupina blízká irácké Al-Káidě zabila v červnu 2006 tři unesené Rusy, pracovníky ruské ambasády.","0","1615970220,1615976564,1615976676,1616016756,1616450955"
"2722,2802,2840,5841","84,95,81,167",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2893,"Teroristická skupina blízká irácké Al-Káidě zveřejnila 25. června 2006 na islamistické webové stránce videozáběry názorně dokumentující zabití tří unesených Rusů, pracovníků ruské ambasády, jichž se zmocnila 3. června 2006.","0","1615969724,1615975427,1615976295,1617048758"
"2724,2866,2939","84,95,93",3,"SUPPORTS,REFUTES,SUPPORTS",2894,Islámští teroristé v červnu 2006 unesli a zabili tři Rusy.,"0","1615970033,1615976893,1615992053"
"2821,2849,2990,4576","81,109,106,115",4,"REFUTES,REFUTES,REFUTES,NOT ENOUGH INFO",2896,Premiér Miroslav Topolánek nabídl post vicepremiérky Karolíně Peake.,"0","1615975976,1615976464,1615995649,1616772685"
"2758,2907,3018","95,93,101",3,"SUPPORTS,SUPPORTS,SUPPORTS",2899,Maďarsko eviduje první čtyři oběti prasečí chřipky.,"0","1615973595,1615988961,1616015337"
"2757,2953,3004,3039,4950,5364","95,156,101,106,119,142",6,"REFUTES,REFUTES,REFUTES,REFUTES,REFUTES,REFUTES",2900,Maďarsko hlásí pátou oběť prasečí chřipky.,"0","1615973540,1615992691,1616013843,1616017594,1616856721,1616955103"
"2755,2852,2865","95,81,80",3,"SUPPORTS,SUPPORTS,SUPPORTS",2901,Na prasečí chřipku začínají v Evropě umírat lidé.,"0","1615973515,1615976531,1615976881"
"2752,2830,3013,5355,5891","95,109,101,142,139",5,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2902,Prasečí chřipka byla označena za světovou pandemii.,"0","1615973290,1615976146,1616015172,1616954741,1617136513"
"2753,2963,3019","95,156,101",3,"REFUTES,REFUTES,REFUTES",2903,Prasečí chřipka se stále vyhýbá Maďarsku.,"0","1615973357,1615993025,1616015350"
"2754,2949,2992","95,156,106",3,"REFUTES,SUPPORTS,SUPPORTS",2905,Izrael a hnutí Hamas porušili mírovou dohodu.,"0","1615973489,1615992574,1615995965"
"2751,2846,2983","95,80,156",3,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",2907,V květnu padaly teplotní rekordy.,"0","1615973166,1615976404,1615993617"
"2756,2847,2968","95,80,156",3,"SUPPORTS,SUPPORTS,SUPPORTS",2908,V Česku padaly teplotní rekordy.,"0","1615973524,1615976433,1615993253"
"2760,2775","80,84",2,"REFUTES,SUPPORTS",2911,"Soud se střelcem v Paříži pokračuje, podle obhajoby je duševně nemocný.","0","1615973976,1615974611"
"2782,2896,2974,5792,6034","84,93,156,121,171",5,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS",2912,"Skončil soud se střelcem v Denveru, podle obhajoby je duševně nemocný.","0","1615974802,1615988394,1615993428,1617038047,1617201999"
"2789,2828","84,95",2,"SUPPORTS,SUPPORTS",2913,Thomas Edison na patentovém úřadě registroval kolem jedenácti set vynálezů.,"0","1615975042,1615976119"
"2844,2928","95,93",2,"SUPPORTS,SUPPORTS",2914,Thomas Edison patentoval přes tisíc vynálezů.,"0","1615976339,1615990847"
"2842,2888,2965","81,93,156",3,"SUPPORTS,SUPPORTS,SUPPORTS",2915,"James Holmes, vrah dvanácti lidí, je před soudem.","0","1615976330,1615986990,1615993112"
"2850,2908","109,106",2,"REFUTES,REFUTES",2916,Vynálezcem fonografu je Albert Einstein.,"0","1615976500,1615989065"
"2814,2869,4635","84,95,116",3,"SUPPORTS,SUPPORTS,SUPPORTS",2917,V poslední čtvrtině devatenáctého století pracoval Thomas Edison ve Spojených státech amerických.,"0","1615975796,1615977084,1616774893"
"2871,2961,3715","80,156,136",3,"REFUTES,REFUTES,NOT ENOUGH INFO",2920,Američané měli během roku 2000 postupně menší zájem o rodinné domy.,"0","1615977197,1615992963,1616427360"
"2883,2942,3712","156,93,136",3,"REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",2921,V roce 2000 klesal v Kanadě zájem o nákup rodinných domů.,"0","1615985497,1615992300,1616427112"
"2913,2980,3713","106,156,136",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",2922,V roce 2000 se v Kanadě zvýšily úrokové sazby.,"0","1615989365,1615993566,1616427218"
"2815,2912,3714","80,93,136",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",2923,V roce 2000 v USA klesal o sedm procent zájem o nákup rodinných domů.,"0","1615975823,1615989351,1616427277"
"2837,2917","80,106",2,REFUTES,2924,V předchozích letech klesal v USA zájem o nákup rodinných domů.,"0","1615976220,1615989633"
"2959,3022","156,101",2,"SUPPORTS,NOT ENOUGH INFO",2925,V roce 2000 stoupal v USA zájem o nákup rodinných domů.,"0","1615992874,1616015482"
"2823,2905,2922","81,93,106",3,"REFUTES,NOT ENOUGH INFO,SUPPORTS",2929,Polský prezident Lech Komorowski zahynul při letecké nehodě.,"0","1615976020,1615988789,1615990162"
"2824,2874,2984","81,80,156",3,"SUPPORTS,SUPPORTS,SUPPORTS",2930,Komorowski byl zvolen za prezidenta.,"0","1615976028,1615977309,1615993643"
"2820,2838,2960,5870","81,80,156,139",4,"REFUTES,REFUTES,REFUTES,REFUTES",2931,Komorowski prohrál v prezidentské volbě.,"0","1615975943,1615976270,1615992912,1617135676"
"2958,3021,3718","156,101,136",3,"SUPPORTS,SUPPORTS,SUPPORTS",2932,Mezi nejpopulárnější umělce obyvatel Itálie patří Giuseppe Verdi.,"0","1615992821,1616015441,1616427476"
"2845,2872,3711","81,80,136",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",2933,Giuseppe Verdi je pro obyvatele Maďarska jedním z nejoblíbenějších umělců.,"0","1615976378,1615977244,1616426993"
"2925,2979","93,156",2,"NOT ENOUGH INFO,SUPPORTS",2934,Giuseppe Verdi je pro obyvatele Říma jedním z nejoblíbenějších umělců.,"0","1615990539,1615993516"
"2834,2839,3161,3716,4655","95,109,161,136,116",5,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2935,Giuseppe Verdi je oblíbený umělec.,"0","1615976187,1615976280,1616075729,1616427398,1616775943"
"2886,2948,3717,5685","156,93,136,137",4,"SUPPORTS,SUPPORTS,SUPPORTS,NOT ENOUGH INFO",2937,Filmy Andrzeje Žulawskiho vyvolávaly dramatické reakce.,"0","1615985624,1615992568,1616427445,1616963730"
"2915,2967,3710,4684","93,156,136,129",4,"SUPPORTS,REFUTES,NOT ENOUGH INFO,NOT ENOUGH INFO",2938,Lars von Trier natáčel kontroverzní filmy.,"0","1615989521,1615993181,1616426922,1616789663"
"2885,2937","156,93",2,"SUPPORTS,SUPPORTS",2939,Andrzej Žulawski tvořit umění vyvolávající emoce.,"0","1615985603,1615991818"
"2880,3023,3048","156,101,106",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",2942,"Madridská vláda a občané jsou silně proti hlasování, myslí si, že je nelegální.","0","1615985162,1616015502,1616017942"
"2943,2989","93,106",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",2943,"Obyvatelé Francie nesouhlasí s hlasováním, neboť je podle nich nezákonné.","0","1615992417,1615995472"
"2923,3009","106,101",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",2944,Obyvatelé Madridu nemají rádi Katalánce.,"0","1615990294,1616014680"
"2879,2950,2986","156,93,106",3,"SUPPORTS,NOT ENOUGH INFO,NOT ENOUGH INFO",2945,"Obyvatelé Španělska nesouhlasí s hlasováním, neboť je podle nich nezákonné.","0","1615985100,1615992587,1615994014"
"2941,2973,6115","93,106,136",3,"SUPPORTS,REFUTES,NOT ENOUGH INFO",2946,Na 900 občanů utrpělo zranění při střetu s policejními jednotkami.,"0","1615992096,1615993378,1617215534"
"2957,2995","93,106",2,"NOT ENOUGH INFO,NOT ENOUGH INFO",2947,Při policejním zásahu bylo zraněno kolem 900 odpůrců hlasování.,"0","1615992800,1615996141"
"2875,2994,3017,4973","156,106,101,119",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2948,Při policejním zásahu byly zraněny stovky lidí.,"0","1615984914,1615996124,1616015320,1616860860"
"2927,3005","93,101",2,"REFUTES,REFUTES",2949,Při policejním zásahu se zranění vyhnulo 900 lidem.,"0","1615990800,1616013892"
"2991,3006","106,101",2,"SUPPORTS,SUPPORTS",2951,Irácká vláda počítá s možnými útoky ze strany USA.,"0","1615995675,1616013933"
"3014,3042,4599","101,106,115",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS",2952,Irák je připraven čelit všem íránským útokům.,"0","1616015199,1616017686,1616773465"
"2877,3024,3040","156,101,106",3,"SUPPORTS,SUPPORTS,SUPPORTS",2953,Irák je připraven čelit všem útokům z Washingtonu D.C.,"0","1615984988,1616015525,1616017643"
"2881,2987,3008","156,106,101",3,"SUPPORTS,SUPPORTS,SUPPORTS",2954,Irák je připraven čelit všem útokům ze západu.,"0","1615985250,1615994049,1616014026"
"2876,2933,3016","156,93,101",3,"SUPPORTS,SUPPORTS,REFUTES",2956,Ivo Kaštan se stane na Rallye Dakar součástí jedné z posádek.,"0","1615984948,1615991190,1616015304"
"2878,2954,2988","156,93,106",3,"SUPPORTS,SUPPORTS,SUPPORTS",2957,Ivo Kaštan se bude účastnit Rallye Dakar.,"0","1615985036,1615992697,1615995393"
"2882,2951,2993","156,93,106",3,"REFUTES,REFUTES,REFUTES",2958,Ivo Kaštan Rallye Dakar tentokrát vynechá.,"0","1615985306,1615992602,1615995996"
"2903,2909,2982","106,93,156",3,"SUPPORTS,SUPPORTS,SUPPORTS",2961,Slovenský premiér považuje návštěvu maďarského státníka za provokaci .,"0","1615988657,1615989179,1615993609"
"2893,2914,2947","106,93,156",3,"NOT ENOUGH INFO,REFUTES,SUPPORTS",2962,Robert Fice považuje návštěvu rumunského prezidenta za provokaci.,"0","1615988324,1615989456,1615992523"
"2894,2931,3010,5179","106,93,101,169",4,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",2963,Robert Fico považuje protipandemická opatření za důležitou součást strategie boje proti nákaze.,"0","1615988337,1615991134,1616014796,1616878619"
"2902,2970,3012","106,156,101",3,"SUPPORTS,SUPPORTS,SUPPORTS",2964,Studenti z postkomunistických zemí přicházejí studovat do Brna.,"0","1615988614,1615993305,1616015147"
"2891,2932,2944","106,93,156",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",2965,Studenti z Latinské Ameriky přicházejí studovat do Brna.,"0","1615988190,1615991159,1615992422"
"2904,3020","93,101",2,"SUPPORTS,SUPPORTS",2966,Studenti z Ruska a Ukrajiny přicházejí studovat do Brna.,"0","1615988706,1616015382"
"2895,2916,2952,5455","106,93,156,165",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2967,Zahraniční studenti přicházejí studovat do Brna.,"0","1615988373,1615989586,1615992636,1616959520"
"2890,2940,3007","106,93,101",3,"REFUTES,REFUTES,NOT ENOUGH INFO",2968,Studenti z východu nemají o studium v Brně zájem.,"0","1615988079,1615992078,1616013993"
"2938,2971,6088","93,156,136",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",2970,Na odlehlém místě v Indonésii bylo nalezeno jedenáct náloží.,"0","1615991958,1615993324,1617214904"
"2955,3003","156,101",2,"SUPPORTS,NOT ENOUGH INFO",2971,V prázdné budově bývalého skladu bylo nalezeno jedenáct náloží.,"0","1615992750,1616013787"
"2892,2926,2977","106,93,156",3,"REFUTES,REFUTES,REFUTES",2972,V rámci náboženských střetů v Indonésii dosud nebylo hlášeno použití bomb.,"0","1615988278,1615990768,1615993487"
"2996,3049,3135,3136","101,90,161,161",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2975,Volkswagen byl ztrátový.,"0","1616011739,1616047257,1616075175,1616075175"
"2997,3051,3137","101,90,161",3,"NOT ENOUGH INFO,REFUTES,NOT ENOUGH INFO",2976,Automobilů Audi se prodalo zhruba 10 milionů.,"0","1616011784,1616047451,1616075207"
"3041,3054","106,90",2,"SUPPORTS,REFUTES",2978,Al - Káida zveřejnila video zachycující popravu ruských zajatců.,"0","1616017671,1616047541"
"3000,3046,3053","101,106,90",3,"REFUTES,REFUTES,REFUTES",2979,CIA zveřejnila video zachycující popravu ruských zajatců.,"0","1616013309,1616017889,1616047534"
"3002,3045,3050,4560","101,106,90,115",4,"SUPPORTS,SUPPORTS,SUPPORTS,NOT ENOUGH INFO",2980,Ruští zajatci jsou na videu popraveni teroristickou skupinou.,"0","1616013599,1616017834,1616047358,1616772324"
"3001,3047,3055,5126","101,106,90,127",4,"REFUTES,REFUTES,REFUTES,NOT ENOUGH INFO",2982,USA chtěly dokázat svoji vojenskou sílu odpálením Měsíce atomovou bombou.,"0","1616013390,1616017913,1616047554,1616874885"
"2998,3043,3052","101,106,90",3,"NOT ENOUGH INFO,REFUTES,SUPPORTS",2983,Sovětský svaz chtěl zničit Měsíc.,"0","1616013109,1616017785,1616047482"
"2999,3044,3056","101,106,90",3,"REFUTES,REFUTES,REFUTES",2984,SSSR chtěl odpálením atomové bomby na Měsíci dokázat svoji podřadnou vojenskou sílu.,"0","1616013173,1616017805,1616047575"
"3126,3329,3447","161,151,150",3,"SUPPORTS,SUPPORTS,SUPPORTS",2993,Dnes začal berlínský filmový festival Berlinale.,"0","1616075007,1616164648,1616255228"
"3134,3180,3444","161,120,150",3,"SUPPORTS,REFUTES,REFUTES",2994,Včera v Berlíně začal filmový festival Berlinale.,"0","1616075149,1616080642,1616255086"
"3129,3208,5691","161,120,125",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",2995,V Berlíně dnes začínají prezidentské volby.,"0","1616075074,1616081593,1616963852"
"3130,3259","161,149",2,"SUPPORTS,SUPPORTS",2996,V Německu dnes začal filmový festival Berlinare.,"0","1616075081,1616085360"
"3141,3440,3510","161,150,147",3,"REFUTES,SUPPORTS,REFUTES",2997,Dnes v Berlíně skončil filmový festival Berlinale.,"0","1616075281,1616254573,1616277073"
"3100,3198,3229,6449","161,120,149,110",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",2998,Prezidentem Bolívie je Evo Morales.,"0","1616069983,1616081377,1616082541,1617887705"
"3101,3203,3254","161,120,149",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",2999,Evo Morales je otec dvou dětí.,"0","1616069989,1616081508,1616084860"
"3080,3202,3244,5759","161,120,149,110",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3000,Prezidentem Bolívie je Evo Morales.,"0","1616069541,1616081490,1616083677,1617007795"
"3123,3178,3545,5541,5600","161,120,117,131,160",5,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",3001,Evo Morales je otec dvou dětí.,"0","1616074902,1616080570,1616341717,1616960990,1616961840"
"3127,3240,3241,3446,5518,5994","161,149,149,150,159,168",6,"SUPPORTS,NOT ENOUGH INFO,NOT ENOUGH INFO,SUPPORTS,SUPPORTS,SUPPORTS",3002,Proběhl již 54. ročník festivalu Berlinale.,"0","1616075038,1616083412,1616083531,1616255197,1616960687,1617183608"
"3139,3439,3618,5790","161,150,89,121",4,"REFUTES,REFUTES,NOT ENOUGH INFO,REFUTES",3003,V Berlíně se uskutečnil 54. ročník závodu Berlinale.,"0","1616075230,1616254425,1616354019,1617037863"
"3094,3193,3363,6101","161,120,141,136",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3004,Lidé protestují v sídelním městě bolívijské vlády.,"0","1616069872,1616081251,1616168023,1617215249"
"3105,3186,3258","161,120,149",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",3005,Ve městě La Paz je sídlo vlády.,"0","1616070091,1616080970,1616085236"
"3099,3300,3369","161,151,141",3,"SUPPORTS,SUPPORTS,SUPPORTS",3006,Ve městě La Paz protestují lidé proti vládním opatřením.,"0","1616069958,1616158436,1616168262"
"3111,3230,3346","161,149,141",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",3007,Evo Morales se rozhodl znárodnit zdroje ropy a zemního plynu.,"0","1616070195,1616082645,1616166878"
"3125,3690,3825,5146","161,112,164,126",4,"REFUTES,REFUTES,REFUTES,REFUTES",3008,Evo Morales znárodnil různé věci kromě zdrojů ropy a zemního plynu.,"0","1616074932,1616422955,1616435606,1616875370"
"3138,3179,3442,5531","161,120,150,159",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3009,40. ročník festivalu byl pro českou kinematografii nejúspěšnější.,"0","1616075214,1616080603,1616254903,1616960850"
"3133,3216","161,120",2,"SUPPORTS,SUPPORTS",3011,Pro Českou republiku byl nejúspěšnější 40. ročník festivalu.,"0","1616075131,1616081852"
"3131,3187,3445","161,120,150",3,"REFUTES,REFUTES,REFUTES",3012,Pro českou kinematografii byl nejméně úspěšný 40. ročník festivalu.,"0","1616075098,1616080982,1616255115"
"3140,3196,5885","161,120,139",3,"SUPPORTS,SUPPORTS,SUPPORTS",3013,Rozsah festivalu Berlinale je deset dní.,"0","1616075275,1616081332,1617136307"
"3142,3188,3443","161,120,150",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3014,Festival Rock for People trvá deset dní.,"0","1616075287,1616081023,1616254973"
"3128,3194","161,120",2,"SUPPORTS,SUPPORTS",3015,Festival Berlinale trvá několik dní.,"0","1616075056,1616081316"
"3115,3190,3251","161,120,149",3,"SUPPORTS,SUPPORTS",3018,Hejtman z Hradce Franc vedl Zdravotnický holding.,"0","1616070618,1616081169,1616083882"
3110,161,1,,3019,Franc je hejtman.,"0",1616070154
3092,161,1,,3020,Hradecký hejtman Franc zůstal ve vedení Zdravotnického holdingu.,"0",1616069814
"3085,3396,3492","161,158,147",3,"SUPPORTS,NOT ENOUGH INFO,SUPPORTS",3021,V Královéhradeckém kraji tvoří zdravotnický holding pět nemocnic.,"0","1616069649,1616173302,1616275328"
"3091,3234,3402","161,149,158",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",3022,Zdravotnický holding v jednom českém kraji tvoří více než pět nemocnic.,"0","1616069785,1616083019,1616173692"
"3113,3246,3393","161,149,158",3,"SUPPORTS,SUPPORTS,REFUTES",3023,Zdravotnický holding v královéhradeckém kraji neexistuje.,"0","1616070272,1616083794,1616173084"
"3084,3233,3465","161,149,150",3,"SUPPORTS,SUPPORTS,SUPPORTS",3027,Protipovodňová opatřená v Třebíči zabírají.,"0","1616069630,1616082955,1616260142"
"3117,3245,3457","161,149,150",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",3028,V Třebíči funguje veřejná doprava.,"0","1616070640,1616083719,1616258329"
"3120,3255,3448","161,149,150",3,"SUPPORTS,SUPPORTS,NOT ENOUGH INFO",3029,Třebíč se potýká se záplavami.,"0","1616070683,1616084905,1616255505"
"3083,3428","161,158",2,SUPPORTS,3030,Třebíč se nepotýká se záplavami pomocí protipovodňových opatření.,"0","1616069624,1616174681"
"3088,3197,3311","161,120,151",3,"NOT ENOUGH INFO,SUPPORTS,NOT ENOUGH INFO",3031,Protipovodňová opatření chrání mnohá města před záplavami.,"0","1616069751,1616081370,1616159182"
"3082,3250,3345,5147,5780,6458","161,149,141,126,121,110",6,"REFUTES,REFUTES,REFUTES,REFUTES,REFUTES,REFUTES",3032,Protipovodňová opatření v Třebíči nepomohla proti povodním.,"0","1616069604,1616083853,1616166829,1616875382,1617037518,1617888671"
"3109,3225,3451","161,149,150",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3033,Řeka Morava je ve městě Třebíč.,"0","1616070141,1616082101,1616256645"
"3121,3209,3253","161,120,149",3,"SUPPORTS,SUPPORTS,SUPPORTS",3034,U Třebíče je povodí řeky.,"0","1616074885,1616081640,1616083974"
"3107,3184,3633","161,120,89",3,"REFUTES,REFUTES,REFUTES",3035,Třebíč nemá v blízkosti žádnou řeku.,"0","1616070125,1616080900,1616355266"
"3078,3079,3181,3543","161,161,120,117",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3039,"Chrám Kasthamandap, který je v Nepálu, zničilo zemětřesení.","0","1616069394,1616069499,1616080688,1616341592"
"3119,3223,3310","161,149,151",3,"SUPPORTS,SUPPORTS,SUPPORTS",3040,Zemětřesení zničilo 500 let starý chrám Kasthamandap v Nepálu .,"0","1616070653,1616082003,1616159147"
"3086,3232,3560","161,149,117",3,"NOT ENOUGH INFO,SUPPORTS,SUPPORTS",3041,Zemětřesení ničí památky.,"0","1616069667,1616082850,1616342526"
"3103,3204,3249,6121","161,120,149,136",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3042,Chrám Kasthamandap zničilo zemětřesení.,"0","1616070052,1616081532,1616083843,1617215641"
"3087,3327,3365,4653","161,151,141,116",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3043,Chrám Kasthamandap byl v Nepálu.,"0","1616069728,1616164556,1616168121,1616775851"
"3114,3257,3302","161,149,151",3,"SUPPORTS,NOT ENOUGH INFO,NOT ENOUGH INFO",3044,Mnoho lidí v Nepálu zabilo zemětřesení.,"0","1616070366,1616085207,1616158591"
"3124,3322,3354,6000","161,151,141,168",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3045,Zemětřesení v Nepálu zničilo památku.,"0","1616074910,1616164418,1616167496,1617183904"
"3090,3315,3350,5775","161,151,141,121",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3046,V Nepálu byla památka Kasthamandap.,"0","1616069770,1616164112,1616167286,1617037185"
"3095,3096,3210,3228","161,161,120,149",4,"SUPPORTS,SUPPORTS,SUPPORTS,SUPPORTS",3050,Zdravotníci v Německu podnikli stávku.,"0","1616069885,1616069886,1616081682,1616082433"
"3112,3227,3570","161,149,117",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3051,V Německu stávkují studenti.,"0","1616070251,1616082344,1616343163"
"3097,3183,3247,5847,6067","161,120,149,167,136",5,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",3052,V Německu probíhají volby.,"0","1616069891,1616080795,1616083802,1617049498,1617214127"
"3122,3226,3301","161,149,151",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,REFUTES",3053,V Berlíně stávkovalo kolem 30.000 studentů.,"0","1616074899,1616082142,1616158456"
"3118,3474,3590","161,150,163",3,"NOT ENOUGH INFO,NOT ENOUGH INFO,NOT ENOUGH INFO",3054,V Berlíně probíhají každý víkend desítky koncertů.,"0","1616070645,1616264943,1616349759"
